time,open,high,low,close,Range Filter,High Target,Low Target,upward,BBWP,Extreme Hi,Extreme Lo,MA 1,MA 2
1264377600,0.00325404,0.0033661,0.00318532,0.00329826,NaN,NaN,NaN,0,100,100,NaN,NaN,NaN
1264982400,0.00329674,0.00373511,0.00329674,0.00373511,NaN,NaN,NaN,0,100,100,NaN,100,NaN
1265587200,0.00379478,0.00405351,0.00379478,0.00405351,NaN,NaN,NaN,0,100,100,NaN,100,NaN
1266192000,0.00414731,0.00466157,0.00414731,0.00466157,NaN,NaN,NaN,0,89.47368421052632,NaN,NaN,97.89473684210526,NaN
1266796800,0.0047061,0.00529801,0.0047061,0.00529801,NaN,NaN,NaN,0,80,NaN,NaN,93.89473684210526,NaN
1267401600,0.00539695,0.00547226,0.00539695,0.00547226,NaN,NaN,NaN,0,71.42857142857143,NaN,NaN,88.18045112781955,NaN
1271635200,0.003,0.003,0.003,0.003,NaN,NaN,NaN,0,68.18181818181817,NaN,NaN,81.81681476418319,NaN
1272240000,0.003,0.003,0.003,0.003,NaN,NaN,NaN,0,60.86956521739131,NaN,NaN,73.99072780766144,NaN
1272844800,0.003,0.0043,0.003,0.0035,NaN,NaN,NaN,0,58.333333333333336,NaN,NaN,67.76265763222285,NaN
1273449600,0.0039,0.0044,0.0039,0.004,NaN,NaN,NaN,0,56.00000000000001,NaN,NaN,62.96265763222285,NaN
1274054400,0.0047,0.0049,0.0043,0.0045,NaN,NaN,NaN,0,46.15384615384615,NaN,NaN,57.90771257727779,NaN
1274659200,0.0048,0.0048,0.0045,0.0045,NaN,NaN,NaN,0,44.44444444444444,NaN,NaN,53.160237829803044,NaN
1275868800,0.0046,0.005,0.0045,0.005,NaN,NaN,NaN,0,42.857142857142854,NaN,NaN,49.557753357753356,NaN
1276473600,0.005,0.005,0.005,0.005,NaN,NaN,NaN,0,41.37931034482759,NaN,NaN,46.16694876005221,NaN
1277078400,0.005,0.0054,0.0044,0.0044,NaN,NaN,NaN,0,40,NaN,NaN,42.966948760052205,NaN
1277683200,0.005,0.0068,0.0044,0.0068,NaN,NaN,NaN,0,54.83870967741935,NaN,NaN,44.70392146476684,NaN
1278288000,0.0055,0.0084,0.0055,0.007,NaN,NaN,NaN,0,56.25,NaN,NaN,47.06503257587795,NaN
1278892800,0.012,0.0925,0.01,0.08584,NaN,NaN,NaN,0,100,100,NaN,58.49360400444939,NaN
1279497600,0.0909,0.09307,0.05049,0.0505,NaN,NaN,NaN,0,97.05882352941177,NaN,NaN,69.62950664136622,NaN
1280102400,0.05,0.0699,0.05,0.0611,NaN,NaN,NaN,0,94.28571428571428,NaN,NaN,80.48664949850908,NaN
1280707200,0.0625,0.065,0.057,0.0609,NaN,NaN,NaN,0,91.66666666666666,NaN,NaN,87.85224089635854,NaN
1281312000,0.06091,0.07541,0.0593,0.06529,NaN,NaN,NaN,0,89.1891891891892,NaN,NaN,94.44007873419638,NaN
1281916800,0.06319,0.0769,0.0612,0.066,NaN,NaN,NaN,0,86.8421052631579,NaN,NaN,91.80849978682797,NaN
1282521600,0.066,0.06689,0.063,0.064,NaN,NaN,NaN,0,84.61538461538461,NaN,NaN,89.31981200402252,NaN
1283126400,0.0646,0.069,0.03211,0.0616,NaN,NaN,NaN,0,70,NaN,NaN,84.46266914687968,NaN
1283731200,0.0627,0.065,0.06014,0.0615,NaN,NaN,NaN,0,63.41463414634146,NaN,NaN,78.81226264281464,NaN
1284336000,0.062,0.175,0.05761,0.0627,NaN,NaN,NaN,0,57.14285714285714,NaN,NaN,72.40299623354822,NaN
1284940800,0.0621,0.0634,0.06147,0.062,NaN,NaN,NaN,0,51.162790697674424,NaN,NaN,65.26713332045153,NaN
1285545600,0.06205,0.06271,0.061,0.06111,NaN,NaN,NaN,0,45.45454545454545,NaN,NaN,57.43496548828371,NaN
1286150400,0.06119,0.1301,0.01,0.0965,NaN,NaN,NaN,0,26.666666666666668,NaN,NaN,48.76829882161704,NaN
1286755200,0.091,0.119,0.065,0.102,NaN,NaN,NaN,0,36.95652173913043,NaN,NaN,43.476676340174826,NaN
1287360000,0.103,0.19,0.094,0.11501,NaN,NaN,NaN,0,42.5531914893617,NaN,NaN,40.558743209475736,NaN
1287964800,0.09009,0.199,0.09009,0.1925,NaN,NaN,NaN,0,58.333333333333336,NaN,NaN,41.99285173660753,NaN
1288569600,0.1925,0.5,0.125,0.34,NaN,NaN,NaN,0,81.63265306122449,NaN,NaN,49.22847325794332,NaN
1289174400,0.3459,0.37,0.14,0.27904,NaN,NaN,NaN,0,78,NaN,NaN,59.49513992461,NaN
1289779200,0.27904,0.29,0.2116,0.27675,NaN,NaN,NaN,0,72.54901960784314,NaN,NaN,66.61363949835254,NaN
1290384000,0.27679,0.289,0.269,0.27,NaN,NaN,NaN,0,67.3076923076923,NaN,NaN,71.56453966201866,NaN
1290988800,0.279,0.279,0.19,0.19,NaN,NaN,NaN,0,62.264150943396224,NaN,NaN,72.35070318403123,NaN
1291593600,0.225,0.2477,0.1701,0.22,NaN,NaN,NaN,0,59.25925925925925,NaN,NaN,67.87602442363819,NaN
1292198400,0.21,0.255,0.21,0.2401,NaN,NaN,NaN,0,52.72727272727272,NaN,NaN,62.82147896909273,NaN
1292803200,0.2401,0.275,0.24,0.265,NaN,NaN,NaN,0,48.214285714285715,NaN,NaN,57.954532190381244,NaN
1293408000,0.251,0.301,0.251,0.29997,NaN,NaN,NaN,0,45.614035087719294,NaN,NaN,53.615800746386654,NaN
1294012800,0.29,0.323,0.289,0.323,NaN,NaN,NaN,0,43.103448275862064,NaN,NaN,49.78366021287981,NaN
1294617600,0.32291,0.45,0.3175,0.38679,NaN,NaN,NaN,0,37.28813559322034,NaN,NaN,45.389435479672024,NaN
1295222400,0.38679,0.4443,0.305,0.4424,NaN,NaN,NaN,0,33.33333333333333,NaN,NaN,41.51064760088414,NaN
1295827200,0.4424,0.48,0.381,0.4799,NaN,NaN,NaN,0,39.34426229508197,NaN,NaN,39.73664291704339,NaN
1296432000,0.47981,0.95,0.47,0.8975,NaN,NaN,NaN,0,61.29032258064516,NaN,NaN,42.871900415628566,NaN
1297036800,0.89968,1.1,0.8,1.05,NaN,NaN,NaN,0,69.84126984126983,NaN,NaN,48.21946472871012,NaN
1297641600,1.04,1.085,0.78009,0.85,NaN,NaN,NaN,0,68.75,NaN,NaN,54.51183761006605,NaN
1298246400,0.8313,1,0.8313,0.89,NaN,NaN,NaN,0,64.61538461538461,NaN,NaN,60.7682478664763,NaN
1298851200,0.89009,0.97,0.81,0.8999,NaN,NaN,NaN,0,59.09090909090909,NaN,NaN,64.71757722564173,NaN
1299456000,0.87,0.9329,0.846,0.89249,NaN,NaN,NaN,0,53.73134328358209,NaN,NaN,63.20578136622912,NaN
1300060800,0.89249,0.9,0.70999,0.74108,NaN,NaN,NaN,0,50,NaN,NaN,59.23752739797514,NaN
1300665600,0.76145,0.905,0.7405,0.822,NaN,NaN,NaN,0,44.927536231884055,NaN,NaN,54.473034644351955,NaN
1301270400,0.82,0.85,0.76,0.779,NaN,NaN,NaN,0,41.42857142857143,NaN,NaN,49.83567200698933,NaN
1301875200,0.777,0.799,0.5619,0.7369,NaN,NaN,NaN,0,32.3943661971831,NaN,NaN,44.49636342824412,NaN
1302480000,0.73752,1.14,0.7103,1.1123,NaN,NaN,NaN,0,27.77777777777778,NaN,NaN,39.30565032708326,NaN
1303084800,1.13888,1.95,1.1103,1.6311,NaN,NaN,NaN,0,38.35616438356164,NaN,NaN,36.97688320379559,NaN
1303689600,1.631,4.14996,1.52109,3.03311,NaN,NaN,NaN,0,66.21621621621621,NaN,NaN,41.23461920066201,NaN
1304294400,3.0988,3.937,3.029,3.8659,NaN,NaN,NaN,0,82.66666666666667,NaN,NaN,49.482238248281064,NaN
1304899200,3.8696,8.9,3.6905,6.98701,NaN,NaN,NaN,0,93.42105263157895,NaN,NaN,61.68757553516023,NaN
1305504000,6.9899,8.5,5.5772,6.6901,NaN,NaN,NaN,0,92.20779220779221,NaN,NaN,74.57357842116312,NaN
1306108800,6.6901,9.33,6.68999,8.4299,NaN,NaN,NaN,0,91.02564102564102,NaN,NaN,85.10747374957899,NaN
1306713600,8.4483,18.998,8.1,16.7,NaN,NaN,NaN,0,94.9367088607595,NaN,NaN,90.85157227848765,NaN
1307318400,16.7,31.9099,10.25,18.5464,NaN,NaN,NaN,0,93.75,NaN,NaN,93.06823894515432,NaN
1307923200,18.5479,24.5,13,17.51,NaN,NaN,NaN,0,88.88888888888889,NaN,NaN,92.16180619661631,NaN
1309132800,16.45001,18,15,15.44049,NaN,NaN,NaN,0,85.36585365853658,NaN,NaN,90.79341848676519,NaN
1309737600,15.4407,16.5,11,14.9,NaN,NaN,NaN,0,77.10843373493977,NaN,NaN,88.00997702862493,NaN
1310342400,14.9,15.1999,13.021,13.16,NaN,NaN,NaN,0,66.66666666666666,NaN,NaN,82.35596858980637,NaN
1310947200,13.16,14.7,12.51,13.98001,NaN,NaN,NaN,0,54.11764705882353,NaN,NaN,74.42949800157108,NaN
1311552000,13.98001,14.8999,12.82922,13.35,NaN,NaN,NaN,0,46.51162790697674,NaN,NaN,65.95404580518864,NaN
1312156800,13.3503,13.5501,5.742,7.9,NaN,NaN,NaN,0,41.37931034482759,NaN,NaN,57.15673714244684,NaN
1312761600,7.9,12.1,7.055,10.7957,NaN,NaN,NaN,0,37.5,NaN,NaN,49.23505039545889,NaN
1313366400,10.7921,11.89,10.661,11.31125,NaN,NaN,NaN,0,31.46067415730337,NaN,NaN,42.193851893586235,NaN
1313971200,11.31125,11.501,7.642,9.07011,NaN,NaN,NaN,0,26.666666666666668,NaN,NaN,36.70365581515487,NaN
1314576000,9.07021,9.27027,7.85,8.17798,NaN,NaN,NaN,0,28.57142857142857,NaN,NaN,33.11561594804523,NaN
1315180800,8.12796,8.19142,4.18,5.86435,NaN,NaN,NaN,0,38.04347826086957,NaN,NaN,32.44844953125362,NaN
1315785600,5.94,6.58212,4.44,5.2,NaN,NaN,NaN,0,41.935483870967744,NaN,NaN,33.335546305447174,NaN
1316390400,5.2021,6.795,4.9,5.33,NaN,NaN,NaN,0,43.61702127659575,NaN,NaN,35.766815729305655,NaN
1316995200,5.32999,5.4,4.625,5.02701,NaN,NaN,NaN,0,44.21052631578947,NaN,NaN,39.27558765913021,NaN
1317600000,5.02701,5.0399,3.7819,4.10288,NaN,NaN,NaN,0,46.875,NaN,NaN,42.936301944844494,NaN
1318204800,4.1,4.45,3.4,3.55701,NaN,NaN,NaN,0,51.546391752577314,NaN,NaN,45.63688464318604,NaN
1318809600,3.55711,3.74,2.0401,3.17,NaN,NaN,NaN,0,53.06122448979592,NaN,NaN,47.862032766951685,NaN
1319414400,3.127,3.82717,2.44034,3.27,NaN,NaN,NaN,0,51.515151515151516,NaN,NaN,49.44165881466283,NaN
1320019200,3.275,3.35,2.85,2.95959,NaN,NaN,NaN,0,55.00000000000001,NaN,NaN,51.59955355150494,NaN
1320624000,2.95913,3.21,2.80011,2.99686,NaN,NaN,NaN,0,55.44554455445545,NaN,NaN,53.31366246239603,NaN
1321228800,2.99573,2.99573,1.994,2.2,NaN,NaN,NaN,0,50.98039215686274,NaN,NaN,53.20046254325312,NaN
1321833600,2.2,2.56,2.17,2.47991,NaN,NaN,NaN,0,43.689320388349515,NaN,NaN,51.32608172296384,NaN
1322438400,2.47991,3.14,2.44,2.82809,NaN,NaN,NaN,0,34.61538461538461,NaN,NaN,47.94612834301045,NaN
1323043200,2.82806,3.38,2.7807,3.2511,NaN,NaN,NaN,0,28.57142857142857,NaN,NaN,42.660414057296165,NaN
1323648000,3.25001,3.2901,2.99401,3.193,NaN,NaN,NaN,0,25.471698113207548,NaN,NaN,36.66564476904658,NaN
1324252800,3.193,4.5,3.18933,4.225,NaN,NaN,NaN,0,17.75700934579439,NaN,NaN,30.02096820683291,NaN
1324857600,4.225,5.4999,3.81,5.26766,NaN,NaN,NaN,0,20.37037037037037,NaN,NaN,25.357178203237083,NaN
1325462400,5.26346,7.22,4.65,7.11358,NaN,NaN,NaN,0,43.11926605504588,NaN,NaN,27.057954491169333,NaN
1326067200,7.08362,7.191,5.81,7.00177,NaN,NaN,NaN,0,49.09090909090909,NaN,NaN,31.16185059506544,NaN
1326672000,7.00177,7.18888,4.64,6.3097,NaN,NaN,NaN,0,50.45045045045045,NaN,NaN,36.15760106251402,NaN
1327276800,6.3096,6.39397,5.05,5.3809,NaN,NaN,NaN,0,48.214285714285715,NaN,NaN,42.249056336212284,NaN
1327881600,5.38,6.2,5.36694,5.68881,NaN,NaN,NaN,0,45.13274336283185,NaN,NaN,47.20153093470458,NaN
1328486400,5.659,6,5.3,5.51468,NaN,NaN,NaN,0,42.10526315789473,NaN,NaN,46.99873035527435,NaN
1329091200,5.51468,5.72,3.878,4.38669,NaN,NaN,NaN,0,35.65217391304348,NaN,NaN,44.31098331970123,NaN
1329696000,4.36102,5.19778,4.212,4.922,NaN,NaN,NaN,0,27.586206896551722,NaN,NaN,39.73813460892148,NaN
1330300800,4.922,5,4.51,4.82001,NaN,NaN,NaN,0,18.803418803418804,NaN,NaN,33.85596122674809,NaN
1330905600,4.82003,5.07,4.753,4.91,NaN,NaN,NaN,0,14.40677966101695,NaN,NaN,27.710768486385113,NaN
1331510400,4.90891,5.45,4.8561,5.27943,NaN,NaN,NaN,0,10.084033613445378,NaN,NaN,21.306522577495244,NaN
1332115200,5.2553,5.3099,4.3,4.55001,NaN,NaN,NaN,0,10,NaN,NaN,16.176087794886552,NaN
1332720000,4.55001,4.95,4.49,4.827,NaN,NaN,NaN,0,10.743801652892563,NaN,NaN,12.807606746154722,NaN
1333324800,4.78207,5.08,4.62,4.79252,NaN,NaN,NaN,0,9.836065573770492,NaN,NaN,11.014136100225057,NaN
1333929600,4.7899,5.03,4.73001,4.96892,NaN,NaN,NaN,0,9.75609756097561,NaN,NaN,10.08399968021679,NaN
1334534400,4.969,5.48,4.90988,5.20352,NaN,NaN,NaN,0,9.67741935483871,NaN,NaN,10.002676828495456,NaN
1335139200,5.20406,5.21799,4.84634,4.90441,NaN,NaN,NaN,0,9.6,NaN,NaN,9.922676828495456,NaN
1335744000,4.9138,5.184,4.87003,5.04991,NaN,NaN,NaN,0,9.523809523809524,NaN,NaN,9.678678402678848,NaN
1336348800,5.05,5.125,4.801,4.92996,NaN,NaN,NaN,0,9.448818897637794,NaN,NaN,9.601229067452309,NaN
1336953600,4.95089,5.15,4.9,5.09002,NaN,NaN,NaN,0,9.375,NaN,NaN,9.525009555257189,NaN
1337558400,5.1,5.165,5.04951,5.13896,NaN,NaN,NaN,0,10.077519379844961,NaN,NaN,9.605029560258439,NaN
1338163200,5.13,5.279,5.015,5.2051,NaN,NaN,NaN,0,10.76923076923077,NaN,NaN,9.838875714104592,NaN
1338768000,5.21999,5.66,5.18001,5.46829,NaN,NaN,NaN,0,11.450381679389313,NaN,NaN,10.224190145220549,NaN
1339372800,5.46829,6.599,5.4324,6.16382,NaN,NaN,NaN,0,15.151515151515152,NaN,NaN,11.364729395996019,NaN
1339977600,6.2,6.8,6.03,6.35002,NaN,NaN,NaN,0,15.789473684210526,NaN,NaN,12.647624132838127,NaN
1340582400,6.35002,6.694,6.21748,6.62898,NaN,NaN,NaN,0,17.16417910447761,NaN,NaN,14.064956077764657,NaN
1341187200,6.6001,6.87,6.4,6.79898,NaN,NaN,NaN,0,17.77777777777778,NaN,NaN,15.466665479474056,NaN
1341792000,6.7915,7.9,6.74257,7.62101,NaN,NaN,NaN,0,19.11764705882353,NaN,NaN,17.0001185553609,NaN
1342396800,7.62277,9.7,7.3215,8.4096,NaN,NaN,NaN,0,23.357664233576642,NaN,NaN,18.641348371773198,NaN
1343001600,8.4321,9.2,7.75,8.71027,NaN,NaN,NaN,0,26.811594202898554,NaN,NaN,20.845772475510806,NaN
1343606400,8.71027,11.3,8.7,10.86998,NaN,NaN,NaN,0,33.81294964028777,NaN,NaN,24.175526582672852,NaN
1344211200,10.86987,12,10.63539,11.62399,NaN,NaN,NaN,0,43.57142857142857,NaN,NaN,29.33425674140301,NaN
1344816000,11.6239,15.4,7.58,8,NaN,NaN,NaN,0,38.297872340425535,NaN,NaN,33.17030179772341,NaN
1345420800,7.99999,10.62611,7.81011,10.61,NaN,NaN,NaN,0,35.2112676056338,NaN,NaN,35.54102247213484,NaN
1346025600,10.59,12.14999,9.66,10.2041,NaN,NaN,NaN,0,31.46853146853147,NaN,NaN,36.472409925261424,NaN
1346630400,10.21,11.29,10.08889,11.02,NaN,NaN,NaN,0,27.77777777777778,NaN,NaN,35.26537555275943,NaN
1347235200,11.02,11.99,10.78,11.87,NaN,NaN,NaN,0,26.20689655172414,NaN,NaN,31.792469148818544,NaN
1347840000,11.87,12.68666,11.6304,12.19331,NaN,NaN,NaN,0,24.65753424657534,NaN,NaN,29.064401530048503,NaN
1348444800,12.151,12.49,11.95105,12.4,NaN,NaN,NaN,0,21.768707482993197,NaN,NaN,26.375889505520384,NaN
1349049600,12.35,13.0899,11.7,11.80001,NaN,NaN,NaN,0,18.91891891891892,NaN,NaN,23.86596699559787,NaN
1349654400,11.89901,12.35,10.621,11.7389,NaN,NaN,NaN,0,16.778523489932887,NaN,NaN,21.66611613802889,NaN
1350259200,11.57621,11.99,11.43,11.63107,NaN,NaN,NaN,0,16,NaN,NaN,19.62473682768406,NaN
1350864000,11.63108,12,9.74,10.69998,NaN,NaN,NaN,0,15.2317880794702,NaN,NaN,17.739587594263032,NaN
1351468800,10.69998,11.279,10.3209,10.80011,NaN,NaN,NaN,0,15.789473684210526,NaN,NaN,16.543740834506497,NaN
1352073600,10.80011,11.21603,10.61,10.8687,NaN,NaN,NaN,0,15.032679738562091,NaN,NaN,15.766492998435131,NaN
1352678400,10.84001,11.832,10.76666,11.65152,NaN,NaN,NaN,0,11.688311688311687,NaN,NaN,14.748450638110892,NaN
1353283200,11.66468,12.6,11.57297,12.4821,NaN,NaN,NaN,0,12.258064516129032,NaN,NaN,14.0000635413367,NaN
1353888000,12.48211,12.68778,11.89,12.50004,NaN,NaN,NaN,0,10.897435897435898,NaN,NaN,13.13319310492984,NaN
1354492800,12.50202,13.59,12.42,13.29,NaN,NaN,NaN,0,13.375796178343949,NaN,NaN,12.650457603756525,NaN
1355097600,13.388,13.90119,13,13.30002,NaN,NaN,NaN,0,13.924050632911392,NaN,NaN,12.428731782626384,NaN
1355702400,13.3,13.72,12.74919,13.31202,NaN,NaN,NaN,0,16.352201257861633,NaN,NaN,13.361509696536373,NaN
1356307200,13.3718,13.67,13.14,13.45001,NaN,NaN,NaN,0,16.875,NaN,NaN,14.284896793310565,NaN
1356912000,13.39112,13.561,13.16123,13.45395,NaN,NaN,NaN,0,17.391304347826086,NaN,NaN,15.583670483388605,NaN
1357516800,13.51394,14.34999,13.404,14.11601,NaN,NaN,NaN,0,18.51851851851852,NaN,NaN,16.612214951423518,NaN
1358121600,14.19,15.985,13.99178,15.7,NaN,NaN,NaN,0,22.085889570552148,NaN,NaN,18.24458273895167,NaN
1358726400,15.7,19.18999,15.38613,17.81821,NaN,NaN,NaN,0,25,NaN,NaN,19.974142487379346,NaN
1359331200,17.81821,21.43,17.75,20.59,NaN,NaN,NaN,0,29.6969696969697,NaN,NaN,22.538536426773284,NaN
1359936000,20.59999,24.11,19.85502,23.96975,NaN,NaN,NaN,0,40.36144578313253,NaN,NaN,27.132564713834576,NaN
1360540800,23.96975,27.5969,21.721,26.8146,NaN,NaN,NaN,0,50.898203592814376,NaN,NaN,33.608501728693746,NaN
1361145600,26.89999,31.3,26.36268,29.88999,NaN,NaN,NaN,0,57.14285714285714,NaN,NaN,40.619895243154744,NaN
1361750400,29.89,34.9,29.55,34.49999,NaN,NaN,NaN,0,61.53846153846154,NaN,NaN,47.92758755084705,NaN
1362355200,34.49999,49.099,33.3,46,NaN,NaN,NaN,0,72.35294117647058,NaN,NaN,56.45878184674723,NaN
1362960000,46,48.469,36.65,47.4,NaN,NaN,NaN,0,74.26900584795322,NaN,NaN,63.24029385971137,NaN
1363564800,47.4,74.9,47.12009,71.5,NaN,NaN,NaN,0,79.65116279069767,NaN,NaN,68.99088569928803,NaN
1364169600,71.50001,95.7,69.51777,93.03001,NaN,NaN,NaN,0,84.97109826589595,NaN,NaN,74.55653392389578,NaN
1364774400,93.25,164.9,92.2361,162.30102,NaN,NaN,NaN,0,93.10344827586206,NaN,NaN,80.86953127137589,NaN
1365379200,163.83899,266,54.25,89.99999,NaN,NaN,NaN,0,91.42857142857143,NaN,NaN,84.68465732179605,NaN
1365984000,90,136.4321,50.01,119.2,NaN,NaN,NaN,0,85.79545454545455,NaN,NaN,86.98994706129632,NaN
1366588800,118.5,166.43438,118.5,134.44444,NaN,NaN,NaN,0,81.92090395480226,NaN,NaN,87.44389529411724,NaN
1367193600,134.4,149.08,79,115.98,113.18388001304169,115.98,110.38776002608337,0,78.08988764044943,NaN,NaN,86.06765316902792,NaN
1367798400,115.9372,124.9,97.52,114.82002,113.18388001304169,116.34507959302007,110.0226804330633,0,73.74301675977654,NaN,NaN,82.19556686581083,NaN
1368403200,114.82,125.5555,103.01847,122.5,118.98071311287873,122.5,115.46142622575746,1,68.33333333333333,NaN,NaN,77.57651924676321,NaN
1369008000,122.5,136,120.1,133.5,129.6240291395481,133.5,125.74805827909621,1,59.66850828729282,NaN,NaN,72.35112999513088,NaN
1369612800,133.5,135.47,115,122.5,126.73112522368768,130.96225044737537,122.5,0,52.74725274725275,NaN,NaN,66.51639975362096,NaN
1370217600,122.49962,123.99,88,100.43743,105.04019607286158,109.64296214572315,100.43743,0,42.62295081967213,NaN,NaN,59.4230123894655,NaN
1370822400,101,112.25,95,99.9,104.85459690450874,109.80919380901747,99.9,0,29.347826086956523,NaN,NaN,50.5439742549015,NaN
1371427200,99.9,115.005,98.9,108.2,104.85459690450874,110.15471674102696,99.55447706799052,0,25.405405405405407,NaN,NaN,41.958388669315916,NaN
1372032000,107.60002,109.98,92.25,97.51,103.15337259243407,108.79674518486813,97.51,0,25.268817204301076,NaN,NaN,35.07845045271756,NaN
1372636800,97.50888,98.1801,65.42448,76.5,82.50119666296908,88.50239332593816,76.5,0,22.994652406417114,NaN,NaN,29.12793038455044,NaN
1373241600,76.5,104.17188,72.46,94.41986,88.05224192823134,94.41986,81.68462385646268,1,22.340425531914892,NaN,NaN,25.07142532699899,NaN
1373846400,94.33999,101.94,86.2,91.998,88.05224192823134,94.76885148849394,81.33563236796874,1,24.33862433862434,NaN,NaN,24.06958497733255,NaN
1374451200,91.98,100.5771,89.8,98.78002,91.72403932707978,98.78002,84.66805865415957,1,22.105263157894736,NaN,NaN,23.409556527830418,NaN
1375056000,98.78009,111.65202,98.45,105.12,97.73470818997178,105.12,90.34941637994356,1,21.98952879581152,NaN,NaN,22.75369884613251,NaN
1375660800,105.12,107.77,100.95969,105,97.73470818997178,105.42936652586147,90.0400498540821,1,21.875,NaN,NaN,22.529768364849087,NaN
1376265600,105,115,103.5,113.38,105.38157238546223,113.38,97.38314477092447,1,20.207253886010363,NaN,NaN,22.103134035668184,NaN
1376870400,113.395,125,111.771,122.11102,113.81373716039533,122.11102,105.51645432079067,1,19.072164948453608,NaN,NaN,21.049842157634036,NaN
1377475200,122.111,148.7,119.91611,146.01003,137.39386340827002,146.01003,128.77769681654004,1,26.666666666666668,NaN,NaN,21.962122859388423,NaN
1378080000,146.01005,148.90893,121.25,126.31501,135.2620432933597,144.20907658671942,126.31501,0,28.57142857142857,NaN,NaN,23.278502814511832,NaN
1378684800,126.31502,145.9,124,138.3002,135.2620432933597,144.5385203194479,125.9855662672715,0,29.949238578680205,NaN,NaN,24.893350530247876,NaN
1379289600,138.4,142.23,131,134.00001,135.2620432933597,144.8538322920096,125.6702542947098,0,30.808080808080806,NaN,NaN,27.013515914661962,NaN
1379894400,134.9,145.81,132,143.88402,135.2620432933597,145.16468514952052,125.3594014371989,0,33.165829145728644,NaN,NaN,29.83224875411697,NaN
1380499200,143.89402,145.81,109.7,137.8,135.2620432933597,145.46489761763067,125.05918896908875,0,27.500000000000004,NaN,NaN,29.998915420783636,NaN
1381104000,137.01002,147.65,135.12,147.53,137.03124024052607,147.53,126.53248048105213,1,24.875621890547265,NaN,NaN,29.25975408460738,NaN
1381708800,147.53,195.83267,144.20004,186.12,175.28228141527399,186.12,164.44456283054797,1,30.693069306930692,NaN,NaN,29.408520230257476,NaN
1382313600,186.12,233.4,175.30001,207.0001,195.81169266294256,207.0001,184.62328532588512,1,37.93103448275862,NaN,NaN,30.833110965193036,NaN
1382918400,207.5,226.959,200.42,224.01001,212.46629386726178,224.01001,200.92257773452357,1,42.64705882352941,NaN,NaN,32.72935690075319,NaN
1383523200,224.7,395,222,336.33101,324.2715374504587,336.33101,312.2120649009174,1,60.48780487804878,NaN,NaN,39.32691787636294,NaN
1384128000,341.0302,536.777,321.41,528.31991,515.4617591603516,528.31991,502.6036083207031,1,79.6116504854369,NaN,NaN,50.27412359534087,NaN
1384732800,528,900.97998,453.29,795,780.9520777488258,795,766.9041554976516,1,92.27053140096618,NaN,NaN,62.589616014147964,NaN
1385337600,795.00166,1242,758.95852,1004.42392,988.9087731698589,1004.42392,973.3936263397179,1,94.23076923076923,NaN,NaN,73.84956296375009,NaN
1385942400,1005,1240,576,804.00001,821.2307092688632,838.4614085377264,804.00001,0,92.34449760765551,NaN,NaN,83.78905072057532,NaN
1386547200,810.98,1067.99999,787.75,920,900.9569027582805,920,881.9138055165611,1,90.47619047619048,NaN,NaN,89.78672784020365,NaN
1387152000,916,925,455,629,650.2334991950062,671.4669983900123,629,0,84.83412322274881,NaN,NaN,90.83122238766603,NaN
