time,open,high,low,close,Volume
1512000000,0.08854853,0.19371776,0.08174565,0.12001945,71096897.63873927
1512086400,0.11995603,0.13857471,0.10762528,0.13272554,129612541.77568088
1512172800,0.13117535,0.14158282,0.12738762,0.13219047,97464664.54360981
1512259200,0.13296454,0.14497266,0.11732092,0.13288113,86876428.94309269
1512345600,0.13278897,0.1497281,0.12136451,0.13724707,99134457.91566704
1512432000,0.13689787,0.14835938,0.12383783,0.12916888,108968321.82852112
1512518400,0.12925061,0.15638019,0.09947527,0.11851271,117734583.45416354
1512604800,0.11864035,0.17330155,0.08146685,0.10258402,142485257.2234577
1512691200,0.10258402,0.14623745,0.07904904,0.11436247,163514043.13068062
1512777600,0.11436223,0.15818931,0.09389142,0.11928274,150918554.01572335
1512864000,0.11897163,0.13145535,0.09030075,0.10796923,129143411.93729688
1512950400,0.10826978,0.13046457,0.09786885,0.12195629,111378520.2839951
1513036800,0.1219382,0.1446921,0.10967063,0.13541532,136924634.9788522
1513123200,0.13576847,0.1483018,0.11542567,0.13421487,135414115.6186177
1513209600,0.13384674,0.30545348,0.12958071,0.25656243,341209098.36314213
1513296000,0.25656441,0.27784913,0.15838031,0.21382992,306063460.2149081
1513382400,0.21384962,0.48027963,0.20025151,0.397991,487721613.7615985
1513468800,0.39624292,0.61195125,0.35714344,0.48050221,420495857.5174164
1513555200,0.48356399,0.54046307,0.42569751,0.52905385,189340433.87804824
1513641600,0.52962029,0.6540909,0.45614461,0.53031346,172556920.173635
1513728000,0.53026101,0.54995458,0.36554259,0.48694134,135433244.98705688
1513814400,0.4869192,0.53452479,0.42404936,0.47486589,114291144.6000197
1513900800,0.47489856,0.48412776,0.26795481,0.41790373,102570624.18011498
1513987200,0.41801406,0.47633415,0.37977048,0.42117986,69204830.56867252
1514073600,0.42124027,0.42830031,0.3428865,0.38650816,54159978.12486629
1514160000,0.38616447,0.46394936,0.33129375,0.41419823,101397169.45625235
1514246400,0.41434063,0.48068288,0.35029846,0.4275526,71340622.95973535
1514332800,0.42754455,0.45920888,0.37145465,0.40915714,66434456.49073738
1514419200,0.40927704,0.45719217,0.3473184,0.41033903,64786191.72575905
1514505600,0.41022731,0.60302953,0.39423756,0.53235903,170224150.1662509
1514592000,0.53231538,0.94493165,0.43387089,0.65677837,382948872.3003599
1514678400,0.65766646,0.84872182,0.64174093,0.72080394,140425178.35236463
1514764800,0.72080537,0.77905931,0.65807848,0.74670213,65091325.57899938
1514851200,0.74601859,0.90829678,0.57235376,0.78757026,159013461.57532525
1514937600,0.78790708,1.14282321,0.77926713,1.0820206,269695897.6954179
1515024000,1.08143422,1.3584921,0.93216731,1.15283087,196239706.1744156
1515110400,1.15283106,1.39796354,0.76762583,0.96648502,190460552.0648064
1515196800,0.98222922,1.10913625,0.88963443,1.00849164,118643347.0656621
1515283200,1.00951772,1.11377484,0.9213342,0.98092144,92762468.3098144
1515369600,0.98150565,1.0007957,0.72496908,0.88299613,135955523.75437197
1515456000,0.8829121,0.92385874,0.7535898,0.79597613,96008593.97351427
1515542400,0.79586488,0.83547718,0.64055587,0.79012652,94979262.11270256
1515628800,0.78985304,0.81856416,0.56537585,0.69004018,102370345.39855115
1515715200,0.69144874,0.95769064,0.65163893,0.89725011,176573602.67951515
1515801600,0.90780201,1.04710069,0.76293871,0.87576169,146149295.57750514
1515888000,0.87598943,0.90173579,0.728324,0.79394376,65391800.90347158
1515974400,0.79544495,0.93139416,0.7614273,0.77496988,100589734.90881203
1516060800,0.7745884,0.78826246,0.45227948,0.62362553,100518081.05637251
1516147200,0.62523038,0.7195779,0.41962963,0.63807563,102206115.65553252
1516233600,0.63833589,0.72791855,0.58335975,0.65290815,83380706.74281897
1516320000,0.65376227,0.70741775,0.61161932,0.65583481,49643851.27323486
1516406400,0.65594742,0.75177719,0.60160978,0.70699551,56098410.3546181
1516492800,0.70746053,0.70774541,0.57396291,0.61794048,37372696.01692109
1516579200,0.61751068,0.64012962,0.50870829,0.56591924,44953248.59674958
1516665600,0.56593248,0.60510918,0.50762264,0.56557611,35167965.36779337
1516752000,0.56554063,0.65450264,0.53539566,0.62902967,74658135.89869682
1516838400,0.62903008,0.70023673,0.56451369,0.63044915,66942804.74863286
1516924800,0.63022653,0.67801232,0.54275909,0.62060418,47969943.42358209
1517011200,0.62018524,0.64791061,0.58635773,0.61879027,22685345.10433399
1517097600,0.61986397,0.65379882,0.59634408,0.62800681,25195338.65781015
1517184000,0.62741898,0.63233514,0.568698,0.5915682,27573316.60704246
1517270400,0.59149746,0.59416128,0.4865905,0.50610741,34651813.13373003
1517356800,0.50507443,0.52146244,0.45429509,0.49961924,43869329.39232997
1517443200,0.49981784,0.51647526,0.37178999,0.40837393,60266780.75875568
1517529600,0.40856956,0.41896651,0.27336825,0.40116506,130075171.23009881
1517616000,0.40217794,0.51135954,0.29700254,0.45985701,122166821.15588406
1517702400,0.45917866,0.49217795,0.35701256,0.38121268,66714083.1722473
1517788800,0.38144988,0.39532762,0.27606067,0.31292378,74970350.76983859
1517875200,0.31290558,0.37991557,0.2498367,0.36111485,94454849.57610346
1517961600,0.36138705,0.40514786,0.30922475,0.33093737,58081869.70535522
1518048000,0.33151234,0.38027335,0.32503248,0.35706113,1015180.66313977
1518134400,0.35715151,0.38934528,0.31778403,0.37756814,48659533.99482948
1518220800,0.37757673,0.43731997,0.35229017,0.38322693,83132622.43984003
1518307200,0.38312224,0.38459305,0.33750466,0.34932264,33100897.31637859
1518393600,0.34955062,0.38953071,0.33045064,0.36920634,53100506.75066668
1518480000,0.36936381,0.37931376,0.33810506,0.35332202,57757664.04934877
1518566400,0.35281425,0.40100631,0.34182261,0.38948663,58170948.46303464
1518652800,0.38934298,0.42783417,0.35394655,0.38499274,59830025.4533283
1518739200,0.38495808,0.40364022,0.36476798,0.39238586,68737368.12335819
1518825600,0.39244789,0.43019957,0.36326961,0.41201869,87306778.83478671
1518912000,0.41219102,0.41958975,0.35044917,0.36325761,53434340.27300827
1518998400,0.36343447,0.39705679,0.34591451,0.37457172,51499426.42184926
1519084800,0.3743941,0.39595205,0.3384617,0.34754916,70922526.4193132
1519171200,0.34760866,0.36810251,0.31091067,0.32849714,72379689.92901918
1519257600,0.32875139,0.35208537,0.3013659,0.31199396,51843034.36611412
1519344000,0.31231331,0.3538947,0.29709386,0.32077709,65447529.22369022
1519430400,0.32038936,0.33718592,0.28607381,0.30051651,41917680.91311393
1519516800,0.3005031,0.35422987,0.28734593,0.32800391,111932483.6910212
1519603200,0.32805008,0.35793289,0.29376643,0.32368426,84204436.7171439
1519689600,0.32376258,0.34522056,0.30605774,0.32666975,55579593.20229081
