time,open,high,low,close,Volume,Volume MA
1388361600,23.809177,27.172594,23.502599,26.361153,55234.77182143,NaN
1388966400,26.352752,31.334934,22.386846,24.072684,114613.64708902,NaN
1389571200,24.072684,25.049721,22.406734,24.358126,53625.2229573,NaN
1390176000,24.36104,24.662823,19.260695,22.167194,40498.03254048,NaN
1390780800,22.159615,22.774535,18.95024,22.08382,54589.3621494,NaN
1391385600,22.08382,22.182502,15.958676,18.641256,108902.89293943,NaN
1391990400,18.641256,18.851718,12.191906,15.758375,240100.80884265,NaN
1392595200,15.758375,16.710127,13.416473,15.511764,118885.03697246,NaN
1393200000,15.511764,15.519624,10.63652,13.00248,196701.96818251,NaN
1393804800,13.016925,18.829925,12.339372,16.074429,131747.10107941,NaN
1394409600,16.127801,17.522686,15.577715,17.404145,39334.17025789,NaN
1395014400,17.37665,20.909194,15.122854,15.244672,57789.11902626,NaN
1395619200,15.241623,16.874166,12.378998,13.174317,133278,NaN
1396224000,13.116593,13.920054,10.297565,11.656178,97847.2339051,NaN
1396828800,11.649064,11.930634,8.0173,10.456395,124145.72242922,NaN
1397433600,10.446389,14.672455,10.000772,12.729994,128341,NaN
1398038400,12.740285,13.104318,9.755622,9.811297,72798,NaN
1398643200,9.811297,11.215917,9.718236,10.319745,41943,NaN
1399248000,10.403878,11.109448,9.819398,10.329785,49789,NaN
1399852800,10.288982,10.616991,10.215136,10.402811,19204,93968.404509628
1400457600,10.402811,12.111999,10.292531,11.639369,105432,96478.26591855651
1401062400,11.639369,11.9318,10.759182,11.088574,86998,95097.48356410551
1401667200,11.088574,11.866861,10.820423,11.30204,100001,97416.2724162405
1402272000,11.30204,11.470199,9.015181,10.011204,113386,101060.67078921651
1402876800,10.006484,10.157985,9.566869,9.797889,55672,101114.80268174651
1403481600,9.797889,10.953293,8.88657,8.975977,46405,97989.90803477503
1404086400,8.969267,9.27761,6.854602,7.142289,39200,87944.86759264252
1404691200,7.146547,9.13441,6.995487,8.947571,30820,83541.61574401952
1405296000,8.947571,8.95482,8.302717,8.48328,26337,75023.36733489402
1405900800,8.48328,9.274516,7.444666,7.726412,30062,69939.11228092352
1406505600,7.725759,7.780472,7.152645,7.539903,42759,70110.35376802903
1407110400,7.539775,7.563976,6.819538,6.933649,27790,68610.39781671602
1407715200,6.933649,6.933649,4.203397,4.446199,128810,68386.99781671603
1408320000,4.447719,6.201889,3.579407,5.443502,143081,70648.68612146103
1408924800,5.447552,5.875017,4.774374,4.88642,59795,67431.15000000002
1409529600,4.90916,5.349407,4.587488,5.124543,37083,62868.25000000002
1410134400,5.124543,5.516318,4.921434,5.38912,57141,62085.40000000002
1410739200,5.396132,5.447712,4.112022,4.231866,147856,67381.05000000002
1411344000,4.232078,4.939606,4.079714,4.23279,116981,70740.65000000002
1411948800,4.224137,4.645254,3.184555,3.67741,199223,79741.60000000002
1412553600,3.67741,4.195173,3.483563,3.856299,248174,86878.70000000003
1413158400,3.856299,4.231999,3.766666,3.976274,183870,91722.30000000002
1413763200,3.976889,3.999772,3.539603,3.717725,146349,94039.70000000003
1414368000,3.718357,3.890327,3.42648,3.562182,161397.82351677,96440.29117583853
1414972800,3.562402,3.715435,3.499839,3.631902,152573.47503988,101285.36492783253
1415577600,3.631802,4.524261,3.58443,3.931383,419915,119960.86492783253
1416182400,3.932888,4.058985,3.423324,3.601426,191786,127590.16492783252
1416787200,3.598981,3.79087,3.462148,3.594591,164526,134275.46492783254
1417392000,3.594591,3.780577,3.562316,3.721086,86011,137259.16492783252
1417996800,3.723758,3.790833,3.386139,3.508583,135539,142533.01492783253
1418601600,3.509079,3.511732,2.704388,2.85283,190843,149937.21492783254
1419206400,2.856388,2.98819,2.661376,2.733953,99489,153522.16492783252
1419811200,2.734125,2.758377,1.841081,1.960351,171608,155662.0649278325
1420416000,1.959238,2.200723,1.635037,1.716774,230002,160008.11492783253
1421020800,1.718508,1.799796,1.115979,1.335048,822133,198125.01492783253
1421625600,1.334731,2.327941,1.280185,2.248257,335360,213038.8649278325
1422230400,2.248169,2.562869,1.672009,1.807184,591612,239762.4149278325
1422835200,1.806706,1.968443,1.66767,1.784962,314713,248105.2649278325
1423440000,1.786397,2.0441,1.681342,1.850983,369771,260744.7649278325
1424044800,1.846746,1.905767,1.774374,1.798251,247633,263165.2649278325
1424649600,1.798251,1.994733,1.778442,1.918606,210215,261267.3149278325
1425254400,1.919118,2.034359,1.855523,1.905614,364896,270318.6149278325
1425859200,1.905545,2.108073,1.896183,2.025066,268811.31982592,276441.7309191285
1426464000,2.023725,2.07063,1.658662,1.798618,262467,281495.18974329
1427068800,1.797146,1.816708,1.598682,1.65655,250372,286385.115991296
1427673600,1.657642,1.733867,1.612943,1.711787,168352,273806.965991296
1428278400,1.71343,1.716848,1.447589,1.470572,162027,272319.01599129604
1428883200,1.470572,1.490238,1.326205,1.385459,204035,274294.465991296
1429488000,1.38577,1.485187,1.304283,1.33116,164571,278222.465991296
1430092800,1.331221,1.470277,1.319907,1.435828,142183,278554.665991296
1430697600,1.436544,1.522981,1.365444,1.442339,193346,278679.815991296
1431302400,1.442758,1.489551,1.411742,1.451123,103867,278898.715991296
1431907200,1.451676,1.900046,1.417224,1.828337,88615,274749.065991296
1432512000,1.828337,1.871224,1.609682,1.625247,70548,266776.365991296
1433116800,1.664896,1.787877,1.578489,1.731785,122252,231782.31599129603
1433721600,1.732018,2.078812,1.731708,1.996923,101739,220101.265991296
1434326400,1.996581,3.208389,1.995739,3.01534,203217,200681.515991296
1434931200,3.01534,3.298929,2.694305,3.296278,99704,189931.06599129603
1435536000,3.296278,4.912766,3.049814,4.89441,193132,181099.115991296
1436140800,4.89189,9.141758,3.735476,5.30643,328517,185143.31599129603
1436745600,5.30643,5.321098,3.331957,3.780397,222439,185754.515991296
1437350400,3.780397,4.906022,3.698999,4.662463,88877,171953.56599129603
1437955200,4.662304,5.163245,3.839325,4.168391,107208,163873.40000000002
1438560000,4.168391,4.469122,3.821682,3.910373,119723,156736.2
1439164800,3.911993,4.219227,3.856562,3.994039,108115,149623.35000000003
1439769600,3.994039,4.205019,2.498494,3.400892,252928,153852.15000000002
1440374400,3.394493,3.401306,2.583195,2.855878,287110,160106.30000000002
1440979200,2.855878,3.165884,2.582602,3.066825,73610,153585.05000000002
1441584000,3.066952,3.148481,2.764732,2.819028,84202,149566.60000000003
1442188800,2.820859,3.026479,2.769557,2.864129,60622,145488.55000000002
1442793600,2.864005,2.967779,2.780655,2.878572,73686,139505.55000000002
1443398400,2.878572,3.204505,2.878572,3.033315,46243,136624.35000000003
1444003200,3.033315,3.179896,2.983073,3.163261,61127,135249.95
1444608000,3.162368,3.238987,2.97799,3.062482,126760,138060.55000000002
1445212800,3.065718,3.210052,3.02298,3.081143,138328,138864.35000000003
1445817600,3.080169,4.245832,2.985839,4.02372,266401,147097.45
1446422400,4.02372,5.495112,3.36489,3.439801,848133,179343.25000000003
1447027200,3.443663,3.467679,2.860065,3.073085,385118.14688585,193613.95734429252
1447632000,3.073181,3.30133,2.991587,3.140043,139302.08177668,190922.46143312653
1448236800,3.140043,3.807344,3.058692,3.704083,203479.23365584,184670.57311591852
1448841600,3.703588,3.778013,3.282584,3.459974,274138.74579218,187255.56040552753
1449446400,3.462454,4.072214,3.409393,3.62006,355820.92337008,200602.75657403152
1450051200,3.616301,3.866795,3.463554,3.538101,249895.95525746,207737.15433690452
1450656000,3.538101,3.722334,3.320644,3.477172,239340.8337904,213718.0460264245
1451260800,3.473055,3.550454,3.366722,3.476034,131173.51858067,214870.971955458
1451865600,3.477981,3.654116,3.42435,3.556434,144046.01328874,209426.87261989497
1452470400,3.556355,3.582309,2.890662,3.020701,302742.60725137,210208.5029824635
1453075200,3.021413,3.47756,2.959361,3.185665,257718.89438802,219413.9477018645
1453680000,3.185586,3.336341,2.990619,3.020336,160747.80000862,223241.2377022955
1454284800,3.020831,3.243691,3.007746,3.049373,158958.85940921,228158.080672756
1454889600,3.048554,3.237151,3.013392,3.226084,134790.95929089,231213.32863730052
1455494400,3.226084,3.623462,3.129994,3.481928,206321.40998068,239217.24913633452
1456099200,3.481928,3.547181,3.31069,3.450545,138208.46820128,243071.3225463985
1456704000,3.450625,3.532948,3.085295,3.190885,165690.58975152,245017.85203397452
1457308800,3.190885,3.408141,3.165975,3.290631,92437.40596251,242723.3223321
1457913600,3.29167,3.334829,3.127539,3.18567,73466.41500539,233076.59308236948
1458518400,3.182262,3.335931,3.155136,3.310057,67016.74905294,194020.7805350165
1459123200,3.309902,3.31432,3.146692,3.254502,64138.27288331,177971.7868348895
1459728000,3.25752,3.282573,3.15587,3.230728,50739.86625,173543.6760585555
1460332800,3.230728,3.32173,3.206867,3.273508,68151.77293441,166777.30302248397
1460937600,3.273508,3.689,3.241991,3.673897,108861.393356,158513.435400675
1461542400,3.676357,4.248409,3.572612,3.693603,139851.92527246,147714.98549579398
1462147200,3.693685,4.018732,3.622755,3.948881,105141.06157334,140477.24081158798
1462752000,3.948967,4.133542,3.783591,4.074479,85620.7668453,132791.23746433298
1463356800,4.073055,4.176193,3.782459,3.916387,85001.41104826,130482.63208771248
1463961600,3.91567,5.068702,3.888341,4.666699,257760.49737727,136168.35629213898
1464566400,4.657647,4.947163,4.53774,4.809995,245689.32191383,133315.692025262
1465171200,4.809911,5.488247,4.640912,5.345935,267380.58873032,133798.77674237697
1465776000,5.345776,5.962753,5.053755,5.620304,533181.63782627,152420.46863325947
1466380800,5.620377,5.653541,3.44845,4.140427,626314.3346548,175788.24239553898
1466985600,4.095698,4.659077,4.002582,4.266046,137978.36088956,175947.61247547247
1467590400,4.267033,4.54107,3.909247,4.109106,132575.44633756,172260.3142933165
1468195200,4.113008,4.255702,4.056232,4.198991,117376.4794607,171218.7148562875
1468800000,4.196831,4.214952,4.005813,4.07036,85658.58141194,167217.11443930847
1469404800,4.067724,4.101691,3.940076,4.011119,78771.96764999,166533.84252368248
1470009600,4.011119,4.067264,3.066563,3.788181,171362.6391906,171428.65373294297
1470614400,3.788181,3.81591,3.600289,3.662571,91196.61383412,172637.64697200197
1471219200,3.662539,3.680498,3.561791,3.610199,91527.2828063,174007.09746815148
1471824000,3.610276,3.986522,3.593126,3.745652,84912.83016319,175715.745663811
1472428800,3.745652,4.050156,3.736575,4.018462,92234.94786771,176919.904410476
1473033600,4.021798,4.03151,3.748274,3.885563,84700.9378665,175711.881636001
1473638400,3.88341,4.092505,3.792374,4.047131,69086.3852114,172173.604632948
1474243200,4.047131,4.199196,3.745387,3.808552,83693.52812337,171101.2279604495
1474848000,3.808505,3.871339,3.785452,3.842943,89965.8854995,171318.48389315951
1475452800,3.842975,3.867067,3.806032,3.816141,83828.80866352,171259.8537739225
1476057600,3.816155,3.927178,3.732892,3.884427,94248.86352081,163084.2720810995
1476662400,3.8847,4.225163,3.754053,3.896116,94509.33606655,155525.2727887355
1477267200,3.896131,4.119464,3.82963,4.026972,115102.99516088,147911.39311026354
1477872000,4.026943,4.187013,3.728894,3.899569,120287.52497351,127266.68746762552
1478476800,3.899582,3.945141,3.668455,3.869114,109794.93554225,101440.71751199802
1479081600,3.869114,4.08917,3.842653,3.912868,115910.13567785,100337.30625141252
1479686400,3.912505,3.970699,3.856132,3.868466,82517.28513,97834.39819103453
1480291200,3.868407,3.949086,3.84556,3.879801,102266.72396412,97078.91041620553
1480896000,3.879737,3.884393,3.334551,3.648369,96628.22204328,97627.39244777252
1481500800,3.648369,3.71517,3.577543,3.682972,93884.63072278,98383.02560141202
1482105600,3.68091,4.745958,3.626259,4.336042,161360.441247,97882.91570423203
1482710400,4.335812,4.673746,4.261959,4.49862,140707.04500575,100358.43726281353
1483315200,4.502442,4.851727,3.546038,4.030536,282644.82784666,109914.31451483152
1483920000,4.029172,4.682357,3.725417,3.976639,227221.243529,117029.73518312201
1484524800,3.976734,4.022965,3.751586,3.862654,155457.87208315,120190.881393894
1485129600,3.860798,3.871195,3.667333,3.830806,104521.23477431,121181.8962392845
1485734400,3.831997,4.136383,3.83021,3.985678,139931.21474405,124724.137715917
1486339200,3.984631,4.0673,3.594561,3.786988,171092.79072828,129094.10084616249
1486944000,3.786994,3.883578,3.706353,3.784483,112300.40776964,130210.82695966947
1487548800,3.784472,3.95903,3.518829,3.872723,179325.08271993,134985.64066248998
1488153600,3.873881,4.141547,3.714372,3.912709,171342.9344445,138840.34420867448
1488758400,3.910128,4.274921,2.985752,3.868647,244015.03527471,146315.62916908247
1489363200,3.868254,4.349199,3.652687,3.841125,254535.04903363,153287.23186272
1489968000,3.826032,4.126749,3.731945,4.068167,243901.64790116,159467.9380091025
1490572800,4.06517,7.898191,3.98024,7.769634,192441.97733657,163600.2900988185
1491177600,7.765785,11.5622,7.329015,8.85274,161475.73485079,165878.57005746552
1491782400,8.850167,11.197907,8.389002,10.640291,124706.92869854,167988.0522358925
1492387200,10.639466,14.582292,9.57644,14.353356,132061.14931286,169477.77350332952
1492992000,14.353154,16.261968,13.630583,15.926315,181459.96623643,173719.360712987
1493596800,15.92029,31.181021,15.057042,29.615489,291725.90985909,183611.4246698025
1494201600,29.624462,37.628064,23.902431,28.761081,311073.63668948,191097.0844419265
1494806400,28.754218,29.148941,21.489651,26.333477,292778.55850565,198700.66011692153
1495411200,26.320852,35.668276,20.226401,24.620337,511966.84383698,210166.76091643755
1496016000,24.592519,30.052374,23.236884,27.63707,329379.15654542,215274.65656725853
1496620800,27.641257,33.437633,27.62484,33.012555,318166.69541744,223410.097733973
1497225600,33.012574,52.761972,26.236129,45.885911,486435.65021991,242505.818506253
1497830400,45.899435,54.806468,42.620762,43.705105,274258.03002759,249222.15927042998
1498435200,43.716989,44.20437,35.16572,41.733742,310700.0224276,256202.52085539597
1499040000,41.710825,55.782601,41.151743,49.955091,223913.87510519,261783.19422217348
1499644800,49.959327,50.510125,35.612112,40.911855,427240.23923451,274178.95204790245
1500249600,40.851019,47.997655,39.74421,45.082353,595625.22696352,295393.06667385343
1500854400,45.139135,45.505163,38.299918,39.883829,442506.5364124,305317.641730738
1501459200,39.896099,47.912554,36.330826,45.67441,477082.81141789,316445.029849951
1502064000,45.660218,50.766648,43.096029,44.518546,657401.13262939,337120.0040863625
1502668800,44.514484,48.46503,41.269947,45.543233,667040.34330445,360849.9223847565
1503273600,45.532771,64.734843,44.434453,60.749955,622772.19064279,383914.74517435645
1503878400,60.721603,93.812885,58.629066,78.259937,656519.74038398,410505.3857586285
1504483200,78.285979,83.156365,62.38636,66.944118,667395.76874035,437272.116730003
1505088000,66.944866,71.876081,33.613352,51.223573,882365.04885184,472317.3708607735
1505692800,51.222778,57.412431,44.710025,47.510484,519764.84814137,483719.31777488755
1506297600,47.510776,57.287994,47.284101,54.392243,452020.75755294,490766.67381806055
1506902400,54.486048,54.96635,49.858718,53.187348,426652.97481598,497460.39463357703
1507507200,53.171289,70.157871,47.430695,65.394842,773281.51456456,510526.12816995603
1508112000,65.387425,66.289184,53.006305,56.39429,728497.64513917,530482.0525996436
1508716800,56.366666,59.141342,51.37518,56.552753,703722.26380811,549759.8310191772
1509321600,56.721727,58.71311,48.695111,54.750833,705400.28224531,560708.0626204473
1509926400,54.741992,67.362217,53.256911,58.15743,1045321.1092708,599261.2165826077
1510531200,58.233382,75.882397,57.740547,71.492459,939908.95031026,630721.6629767406
1511136000,71.492481,89.35068,67.648759,85.386147,934948.28902677,666273.3836728197
1511740800,85.367211,106.483763,77.121397,100.487839,1393024.41206686,714562.5923144373
1512345600,100.503245,169.74479,1.177801,145.036663,2550364.63605421,812299.5627689718
1512950400,145.457447,361.586295,133.094227,316.898091,3628777.96439607,971613.1341681553
1513555200,317.243229,372.636778,176.375184,273.213046,2519577.3282284,1073737.8600086807
1514160000,272.970097,298.196599,202.576958,226.657423,2331083.19042739,1157421.9628985808
1514764800,226.630095,313.572562,213.178323,268.913898,3214722.11312277,1284806.0513894965
1515369600,268.730731,272.283742,218.428003,236.434593,2141337.08928976,1360734.2963218451
1515974400,236.611745,244.216757,137.813269,190.702848,1682899.68918118,1412053.293761705
1516579200,190.604811,195.727635,163.756768,192.562414,981445.64504435,1427755.787576905
1517184000,192.571151,192.76509,102.083705,146.934225,1545193.09170239,1460897.1897194325
1517788800,146.96271,169.115332,104.808619,148.167659,1540869.35804591,1511952.4152146596
1518393600,148.264356,237.154688,147.984766,213.801563,2641967.30866642,1621449.7427703335
1518998400,213.905655,255.949133,182.098132,218.477456,1708816.51860274,1685557.9199596718
1519603200,218.316367,233.185492,199.66429,212.953468,1033344.26735033,1698561.0575989604
1520208000,212.643438,217.210291,158.734722,187.856629,1106740.72104323,1717473.2113941635
1520812800,187.9263,193.529574,127.1154,153.688775,1609237.38908027,1762748.9676577717
1521417600,153.769933,175.672204,151.027583,159.642793,1061844.83406525,1780571.195248769
1522022400,159.672683,161.190437,108.852586,114.861068,1227113.35390071,1789660.807480264
1522627200,114.882658,137.29575,111.603954,117.610823,968317.52515149,1791081.2362223256
1523232000,117.655159,134.003616,111.244388,132.475525,932102.98689222,1790938.9711155985
1523836800,132.521651,157.53522,125.148364,146.620945,1255354.10954035,1784055.4559892728
1524441600,146.535345,166.59857,141.297872,153.197212,1354122.21257344,1724243.3348152344
1525046400,153.172428,183.717601,142.443407,171.342272,1726449.85620346,1629126.9294056038
1525651200,171.451043,171.909493,131.271095,144.532533,1270772.04072322,1566686.6650303449
1526256000,144.563546,152.919384,128.616606,139.599407,1144030.44860021,1507334.0279389857
1526860800,139.619034,140.327884,114.439362,117.70381,889388.83410653,1391067.363988174
1527465600,117.70882,127.824997,109.595778,124.973963,1096691.15805716,1338835.0674265441
1528070400,125.016122,126.798787,102.777605,106.6238,1179137.52229095,1313646.9590820326
1528675200,106.645298,108.613226,88.702395,94.897896,1279517.65542372,1328550.559601001
1529280000,94.896829,101.9477,73.037799,80.490285,1221804.81024691,1312381.145528227
1529884800,80.545947,84.553711,72.409119,79.752566,1090243.28040067,1289849.8416459651
1530489600,79.684519,89.869637,78.200082,82.198777,1140759.93648379,1214789.4730368336
1531094400,82.151416,83.226997,74.008571,78.377825,1121789.78513413,1185438.1363634032
1531699200,78.512321,94.666689,77.665031,82.19513,1216189.21826918,1194580.3839093456
1532304000,82.138745,90.768317,80.703467,83.824379,1227771.28600976,1200631.912157672
1532908800,83.905489,84.59128,71.984532,74.704977,1186194.78347227,1179479.781877272
1533513600,74.618836,76.772415,54.93171,59.329257,1324858.62803446,1192630.4715757326
1534118400,59.281582,62.313467,49.232204,57.809585,1433511.54836653,1202950.3812990237
1534723200,57.80856,59.653057,53.079802,57.060497,1217857.48741766,1215427.379412332
1535328000,57.059795,67.849707,56.482237,66.145267,1318117.39714489,1234728.0999249658
1535932800,66.148488,69.420057,52.559898,55.095188,1400068.9150961,1241963.8402027532
1536537600,55.112122,58.674555,47.626984,56.691161,1189153.97171791,1233715.4281599768
1537142400,56.697933,62.884508,50.920892,60.817314,1406046.21079789,1217695.2458896984
1537747200,60.747376,65.176878,54.49212,60.66656,1635909.60184527,1235952.123945801
1538352000,60.593599,61.521646,56.354369,57.919734,1320649.33749276,1244783.0683904286
1538956800,57.907104,59.65954,49.777766,51.252573,1450937.77466454,1272860.5154183288
1539561600,51.251474,56.988244,50.840961,52.156726,1486113.50640936,1292331.6328359388
1540166400,52.177897,52.609858,51.019399,51.42994,676371.47931271,1267193.330687027
1540771200,51.395064,55.88067,47.366887,54.058246,765201.28698767,1241477.5122652245
1541376000,54.110426,56.455731,49.43677,50.64609,648867.82682398,1212830.6630940777
1541980800,50.755435,51.2688,39.350584,41.817851,909378.02657179,1203787.400402634
1542585600,41.811846,41.828921,26.229721,30.342801,1539719.15677492,1223735.3614171904
1543190400,30.326085,36.149854,27.386044,33.284419,1198286.13288956,1227560.178804962
1543795200,33.351411,33.482482,22.218444,25.275198,1293753.31940535,1231438.3838617704
1544400000,25.274072,26.700985,22.158822,25.24283,1027154.07174052,1221407.5231483085
1545004800,25.228549,33.953178,25.1723,33.085501,1681786.78837501,1246187.1233934455
1545609600,33.0817,36.571243,27.419883,31.621384,1675823.19926851,1263735.351955148
1546214400,31.607668,40.298494,29.355199,38.801226,1685732.75188893,1276346.4121312678
