time,open,high,low,close,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Shapes,Plot,Plot,Filter,Filtered True Range High Band,Filtered True Range Low Band,Volume,Volume MA,Range Filter,High Target,Low Target,Buy Signal,Sell Signal,bearish,bearish,bullish,bullish,Indecision,Filter,Filtered True Range High Band,Filtered True Range Low Band,Basis,Upper,Lower,Upper,Basis,Lower,Developing POC,Developing VA High,Developing VA Low,MA 5,MA 10,MA 20,MA 50,MA 100,MA 200,BBWP,Extreme Hi,Extreme Lo,MA 1,MA 2,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,K,D
1696204800,27981.4,28613,27255,27477.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27979.190591873736,25937.17593692993,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.87301587301587,NaN,NaN,26.82539682539683,NaN,59.30371741655277,53.29749084654356,NaN,NaN,80.83999400297212,81.23224593294641
1696291200,27477.7,27665,27123,27412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27976.638852982353,25939.727675821312,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.25396825396825,NaN,NaN,31.984126984126988,NaN,58.33837865221743,53.24291304415981,NaN,NaN,74.64283599356594,79.70083634592544
1696377600,27412,27830,27163.9,27759.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27974.225543075776,25942.14098572789,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.2063492063492,NaN,NaN,38.0952380952381,NaN,61.881186696041794,53.540404709691416,NaN,NaN,66.57376268428227,74.01886422694011
1696464000,27759.7,28110,27333.5,27398.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27971.967505823824,25944.39902297984,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,44.28571428571429,NaN,56.50423982670142,54.01873017004108,NaN,NaN,62.35688962209711,67.8578294333151
1696550400,27398.3,28450,27156,27916.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27970.114938567847,25946.251590235817,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.14285714285714,NaN,NaN,48.095238095238095,NaN,61.64723625715169,54.85102441202236,NaN,NaN,67.34104543439446,65.42389924692462
1696636800,27916.3,28018.7,27822.1,27943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27967.84377737484,25948.522751428824,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.96825396825397,NaN,NaN,50.714285714285715,NaN,61.8973711461437,55.70484838922623,NaN,NaN,67.36542418702616,65.68778641450591
1696723200,27943,28082,27671,27901.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27965.200489632003,25951.16603917166,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.01587301587302,NaN,NaN,51.66666666666667,NaN,61.22416176673543,56.83923236997959,NaN,NaN,74.47507627236503,69.7271819645952
1696809600,27901.2,27977,27250,27578.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27962.665539062797,25953.700989740868,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.301587301587304,NaN,NaN,49.28571428571429,NaN,56.14421228644101,57.54387970448237,NaN,NaN,66.18583201237392,69.3421108239217
1696896000,27578.4,27727.3,27281,27381.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27960.028782920523,25956.337745883142,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.6031746031746,NaN,NaN,44.2063492063492,NaN,53.24032024026439,58.12469756685408,NaN,NaN,50.305376936995195,63.655428407244706
1696982400,27381.3,27467.6,26525,26864.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27957.820575497495,25958.54595330617,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.984126984126984,NaN,NaN,38.17460317460318,NaN,46.456716022141045,58.033324549582794,NaN,NaN,26.030798250499377,47.507335733289494
1697068800,26864.5,26939,26534.8,26744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27955.371656191,25960.994872612664,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.57142857142857,NaN,NaN,33.095238095238095,NaN,45.01618762654272,57.15857997668434,NaN,NaN,9.408183701302633,28.5814529629324
1697155200,26744,27120.8,26670.1,26849.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27952.671037368742,25963.695491434923,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.158730158730158,NaN,NaN,29.52380952380953,NaN,46.58236616231845,56.539316625209814,NaN,NaN,2.349306414636736,12.596096122146244
1697241600,26849.7,26986.4,26773.1,26836.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26958.183264401832,27949.581193197642,25966.785335606022,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.158730158730158,NaN,NaN,28.095238095238102,NaN,46.400745955673095,55.84820604859369,NaN,NaN,4.42617804182554,5.3945560525883
