time,open,high,low,close,Volume
1511136000,0.08854853,0.19371776,0.08174565,0.13288113,385050532.9011227
1512345600,0.13278897,0.61195125,0.07904904,0.48050221,2851105930.2440405
1513555200,0.48356399,0.94493165,0.26795481,0.72080394,1835113817.9638731
1514764800,0.72080537,1.39796354,0.56537585,0.79394376,1909335182.8640728
1515974400,0.79544495,0.93139416,0.41962963,0.62800681,847382377.8059089
1517184000,0.62741898,0.63233514,0.2498367,0.34932264,878732619.9155735
1518393600,0.34955062,0.43019957,0.28607381,0.32800391,904280002.9116528
1519603200,0.32805008,0.35793289,0.18244017,0.21846232,1113647861.91586
1520812800,0.21871185,0.24658278,0.12186528,0.18146605,1975551146.2529082
1522022400,0.18150003,0.18356452,0.129396,0.15586892,1825748840.2760594
1523232000,0.15591437,0.31427266,0.14388332,0.28192613,3138791350.674106
1524441600,0.28199151,0.4104723,0.25371875,0.34393346,2356452465.8330164
1525651200,0.34401646,0.34597428,0.22956911,0.25535023,1311439127.706023
1526860800,0.2553474,0.26189378,0.17098351,0.22611106,1778379206.9626544
1528070400,0.22655895,0.23114422,0.14308023,0.16032271,1451065829.9227996
1529280000,0.16055943,0.17159158,0.11192814,0.14180773,992445679.762245
1530489600,0.14184048,0.16161397,0.12178024,0.14219941,1550945909.2271338
1531699200,0.14228215,0.19815029,0.14037157,0.16267007,1950849679.2871327
1532908800,0.16272929,0.16443976,0.10492387,0.11176329,1291960034.520943
1534118400,0.11175665,0.11656801,0.0836238,0.09315589,1842874394.2355978
1535328000,0.09312276,0.11057358,0.0743861,0.07647916,1723367913.6050103
1536537600,0.076249,0.0929956,0.06050128,0.08889246,2849362526.3707604
1537747200,0.08863012,0.09096845,0.07366993,0.08426362,1695104849.775046
1538956800,0.08418908,0.08871472,0.06741458,0.07509594,1321107773.5202527
1540166400,0.07509872,0.07830317,0.06710001,0.07655629,906281685.3977735
1541376000,0.07659271,0.08206458,0.05572765,0.0612172,1534480221.1726186
1542585600,0.06124186,0.06132275,0.03132475,0.0412671,1838889777.8334122
1543795200,0.04126371,0.04179648,0.0266745,0.02867197,1389483745.4292383
1545004800,0.02870642,0.04976128,0.02839372,0.042831,2281820406.8367505
1546214400,0.04287149,0.05102459,0.0390817,0.04885512,776721120.566915
1546819200,0.04881437,0.05463911,0.03875632,0.04283511,1865819547.9786487
1548028800,0.04288522,0.04424598,0.03627557,0.03773793,903536036.2231164
1549238400,0.03774219,0.04286253,0.03517882,0.04111453,969669952.3485216
1550448000,0.04111535,0.0504358,0.04059758,0.04185674,1450757924.562127
1551657600,0.04185734,0.05242943,0.03892397,0.04965106,2154538124.260467
1552867200,0.04965178,0.07335644,0.04871245,0.06978425,3822340954.304991
1554076800,0.06972563,0.10396517,0.06238946,0.08470391,2724013432.5684996
1555286400,0.08465081,0.08570225,0.06282952,0.06683828,1970004615.0350475
1556496000,0.06686155,0.08449598,0.05693171,0.07031874,2103825839.1486783
