time,open,high,low,close,Volume
1254700800,0.00076392,0.00120045,0.00076392,0.00115338,0
1255305600,0.00110205,0.00124491,0.00110205,0.00122546,0
1255910400,0.00124799,0.00128808,0.00121062,0.00128808,0
1256515200,0.00126622,0.00128455,0.00121911,0.00121911,0
1257120000,0.00125614,0.00130618,0.00125614,0.00126048,0
1257724800,0.00126048,0.00135534,0.00123576,0.00123576,0
1258329600,0.00118912,0.00118912,0.00105922,0.00105922,0
1258934400,0.00100038,0.00100038,0.00082926,0.00082926,0
1259539200,0.00082384,0.00082384,0.00073284,0.00073284,0
1260144000,0.00071822,0.00071822,0.00061788,0.00061788,0
1260748800,0.00061487,0.00063024,0.00061337,0.0006271,0
1261353600,0.0006271,0.0006334,0.0006271,0.0006334,0
1261958400,0.0006334,0.00071822,0.0006334,0.00071822,0
1262563200,0.00071822,0.00071822,0.00071822,0.00071822,0
1263168000,0.00071822,0.00283078,0.00071822,0.00280002,0
1263772800,0.00294594,0.00325203,0.00273583,0.00325203,0
1264377600,0.00325404,0.0033661,0.00318532,0.00329826,0
1264982400,0.00329674,0.00373511,0.00329674,0.00373511,0
1265587200,0.00379478,0.00405351,0.00379478,0.00405351,0
1266192000,0.00414731,0.00466157,0.00414731,0.00466157,0
1266796800,0.0047061,0.00529801,0.0047061,0.00529801,0
1267401600,0.00539695,0.00547226,0.00539695,0.00547226,0
1271635200,0.003,0.003,0.003,0.003,0
1272240000,0.003,0.003,0.003,0.003,0
1272844800,0.003,0.0043,0.003,0.0035,0
1273449600,0.0039,0.0044,0.0039,0.004,0
1274054400,0.0047,0.0049,0.0043,0.0045,0
1274659200,0.0048,0.0048,0.0045,0.0045,0
1275868800,0.0046,0.005,0.0045,0.005,0
1276473600,0.005,0.005,0.005,0.005,0
1277078400,0.005,0.0054,0.0044,0.0044,0
1277683200,0.005,0.0068,0.0044,0.0068,0
1278288000,0.0055,0.0084,0.0055,0.007,0
1278892800,0.012,0.0925,0.01,0.08584,95.01
1279497600,0.0909,0.09307,0.05049,0.0505,8021.3
1280102400,0.05,0.0699,0.05,0.0611,26343.57
1280707200,0.0625,0.065,0.057,0.0609,28163.53
1281312000,0.06091,0.07541,0.0593,0.06529,43523.806
1281916800,0.06319,0.0769,0.0612,0.066,60904.877
1282521600,0.066,0.06689,0.063,0.064,37465.517
1283126400,0.0646,0.069,0.03211,0.0616,77047.737
1283731200,0.0627,0.065,0.06014,0.0615,21928.912
1284336000,0.062,0.175,0.05761,0.0627,55679.773
1284940800,0.0621,0.0634,0.06147,0.062,62004.616
1285545600,0.06205,0.06271,0.061,0.06111,71180.885
1286150400,0.06119,0.1301,0.01,0.0965,516466.692
1286755200,0.091,0.119,0.065,0.102,173678.432
1287360000,0.103,0.19,0.094,0.11501,161449.795
1287964800,0.09009,0.199,0.09009,0.1925,232383.215
1288569600,0.1925,0.5,0.125,0.34,264879.983
1289174400,0.3459,0.37,0.14,0.27904,281086.413
1289779200,0.27904,0.29,0.2116,0.27675,130332.281
1290384000,0.27679,0.289,0.269,0.27,93416.67
1290988800,0.279,0.279,0.19,0.19,121873.018
1291593600,0.225,0.2477,0.1701,0.22,63115.405
1292198400,0.21,0.255,0.21,0.2401,37539.077
1292803200,0.2401,0.275,0.24,0.265,54680.319
1293408000,0.251,0.301,0.251,0.29997,51150.285
1294012800,0.29,0.323,0.289,0.323,53039.761
1294617600,0.32291,0.45,0.3175,0.38679,98117.618
1295222400,0.38679,0.4443,0.305,0.4424,81246.477
1295827200,0.4424,0.48,0.381,0.4799,73655.129
1296432000,0.47981,0.95,0.47,0.8975,175983.281
1297036800,0.89968,1.1,0.8,1.05,106136.452
1297641600,1.04,1.085,0.78009,0.85,77636.254
1298246400,0.8313,1,0.8313,0.89,66407.159
1298851200,0.89009,0.97,0.81,0.8999,60618.965
1299456000,0.87,0.9329,0.846,0.89249,42422.829
1300060800,0.89249,0.9,0.70999,0.74108,53007.366
1300665600,0.76145,0.905,0.7405,0.822,65028.29
1301270400,0.82,0.85,0.76,0.779,36485.221
1301875200,0.777,0.799,0.5619,0.7369,96098.376
1302480000,0.73752,1.14,0.7103,1.1123,240972.57
1303084800,1.13888,1.95,1.1103,1.6311,228253.509
1303689600,1.631,4.14996,1.52109,3.03311,339596.596
1304294400,3.0988,3.937,3.029,3.8659,129862.14
1304899200,3.8696,8.9,3.6905,6.98701,289718.554
1305504000,6.9899,8.5,5.5772,6.6901,228771.195
1306108800,6.6901,9.33,6.68999,8.4299,191424.391
1306713600,8.4483,18.998,8.1,16.7,289736.358
1307318400,16.7,31.9099,10.25,18.5464,641992.47
1307923200,18.5479,24.5,13,17.51,361987.038
1309132800,16.45001,18,15,15.44049,181385.22562078
1309737600,15.4407,16.5,11,14.9,394633.72194211
1310342400,14.9,15.1999,13.021,13.16,179975.32719376
1310947200,13.16,14.7,12.51,13.98001,255912.65960652
1311552000,13.98001,14.8999,12.82922,13.35,151704.07862848
1312156800,13.3503,13.5501,5.742,7.9,442380.58265958
1312761600,7.9,12.1,7.055,10.7957,346361.38898592
1313366400,10.7921,11.89,10.661,11.31125,136946.44779579
1313971200,11.31125,11.501,7.642,9.07011,242235.31856835
1314576000,9.07021,9.27027,7.85,8.17798,108409.89857736
1315180800,8.12796,8.19142,4.18,5.86435,600522.43166444
1315785600,5.94,6.58212,4.44,5.2,314190.56499882
1316390400,5.2021,6.795,4.9,5.33,349502.73317311
1316995200,5.32999,5.4,4.625,5.02701,200812.96919146
1317600000,5.02701,5.0399,3.7819,4.10288,280522.00888617
1318204800,4.1,4.45,3.4,3.55701,245415.86755902
1318809600,3.55711,3.74,2.0401,3.17,676189.39764523
1319414400,3.127,3.82717,2.44034,3.27,464336.1868021
1320019200,3.275,3.35,2.85,2.95959,235361.46284675
1320624000,2.95913,3.21,2.80011,2.99686,245314.19680939
1321228800,2.99573,2.99573,1.994,2.2,876261.09682561
1321833600,2.2,2.56,2.17,2.47991,306448.54174889
1322438400,2.47991,3.14,2.44,2.82809,681541.70878196
1323043200,2.82806,3.38,2.7807,3.2511,401455.26699895
1323648000,3.25001,3.2901,2.99401,3.193,232272.76511307
1324252800,3.193,4.5,3.18933,4.225,548627.49465679
1324857600,4.225,5.4999,3.81,5.26766,485200.26482143
1325462400,5.26346,7.22,4.65,7.11358,831478.82436866
1326067200,7.08362,7.191,5.81,7.00177,762534.11727469
1326672000,7.00177,7.18888,4.64,6.3097,854016.60478174
1327276800,6.3096,6.39397,5.05,5.3809,562131.7801009
1327881600,5.38,6.2,5.36694,5.68881,460905.49807584
1328486400,5.659,6,5.3,5.51468,681829.80605097
1329091200,5.51468,5.72,3.878,4.38669,1064898.67524473
1329696000,4.36102,5.19778,4.212,4.922,603255.46694815
1330300800,4.922,5,4.51,4.82001,392451.55761518
1330905600,4.82003,5.07,4.753,4.91,317854.11338359
1331510400,4.90891,5.45,4.8561,5.27943,348016.57031913
1332115200,5.2553,5.3099,4.3,4.55001,524494.50951884
1332720000,4.55001,4.95,4.49,4.827,329813.24698406
1333324800,4.78207,5.08,4.62,4.79252,425123.15875666
1333929600,4.7899,5.03,4.73001,4.96892,396093.49663087
1334534400,4.969,5.48,4.90988,5.20352,389711.18538885
1335139200,5.20406,5.21799,4.84634,4.90441,353047.59052912
1335744000,4.9138,5.184,4.87003,5.04991,305603.49203408
1336348800,5.05,5.125,4.801,4.92996,321342.89144024
1336953600,4.95089,5.15,4.9,5.09002,287409.29749727
1337558400,5.1,5.165,5.04951,5.13896,217600.25023513
